source_term,canonical_zh_cn,status,source_kinds,matched_terms,occurrences
トラブル予防の習慣,トラブル予防の習慣,untranslated,admonition,,docs/workflows/common-issues.md:492
トラブル対応の心構え,トラブル适配の心構え,composed,heading,対応,docs/workflows/common-issues.md:510
トラブル解決・サポート,トラブル解決・サポート,untranslated,heading,,docs/resources/useful-links.md:225
トレンド分析,トレンド分析,untranslated,bold,,docs/advanced/everywear-integration.md:487
トーンマッピング,トーンマッピング,untranslated,term_def|bold,,docs/basics/terminology.md:348|docs/basics/terminology.md:348
ドレスが最も困難な理由,ドレスが最も困難な理由,untranslated,admonition,,docs/garments/dress.md:26
ドレスのスカート部分,ドレスのスカート部分,untranslated,term_def|bold,,docs/garments/skirt.md:410|docs/garments/skirt.md:410
ドレスの複雑性と技術要件,ドレスの复杂性と技术要件,composed,heading,技術|複雑,docs/garments/dress.md:22
ドレス制作,ドレス制作,constrained,term_def|link_text|bold,制作,docs/garments/one-piece.md:19|docs/index.md:34|docs/index.md:34
ドレス制作に挑戦 →,ドレス制作に挑战 →,composed,link_text,制作|挑戦,docs/garments/casual-wear.md:437|docs/garments/skirt.md:380
ドレス制作の技術的挑戦,ドレス制作の技术的挑战,composed,heading,制作|技術|挑戦,docs/garments/dress.md:24
ドレス制作ガイド,ドレス制作指南,composed,link_text,ガイド|制作,docs/resources/advanced-resources.md:17
ドレス制作ガイド →,ドレス制作指南 →,composed,link_text,ガイド|制作,docs/physics/fabric-properties.md:374
ドレス制作ガイド（上級）,ドレス制作指南（上級）,composed,heading,ガイド|制作,docs/garments/dress.md:1
ドレス制作完全達成チェックリスト,ドレス制作完全達成チェックリスト,constrained,heading,制作,docs/garments/dress.md:400
ドレス制作（上級）→,ドレス制作（上級）→,constrained,link_text,制作,docs/garments/one-piece.md:537
ドレーピング,垂坠塑形,direct,term_def|bold,ドレーピング,docs/basics/terminology.md:33|docs/basics/terminology.md:33
ドレープ表現,ドレープ表現,untranslated,bold,,docs/garments/dress.md:209
ドローコール,Draw Call,direct,term_def|bold,ドローコール,docs/basics/terminology.md:99|docs/basics/terminology.md:99
ドローコール数,Draw Call数,composed,term_def|bold,ドローコール,docs/basics/terminology.md:276|docs/basics/terminology.md:276
ニット,针织,direct,term_def|bold,ニット,docs/basics/terminology.md:206|docs/basics/terminology.md:206
ネイビー,ネイビー,untranslated,bold,,docs/garments/t-shirt.md:246
ネックライン,ネックライン,untranslated,bold,,docs/garments/swimwear.md:170
ネックラインの変更,ネックラインの変更,untranslated,bold,,docs/garments/t-shirt.md:353
ネックライン（首周り）の作成,ネックライン（首周り）の制作,composed,bold,作成|制作,docs/garments/t-shirt.md:96
ネックライン（首回り）,ネックライン（首回り）,untranslated,bold,,docs/garments/swimwear.md:239
ネットワーキング機能,ネットワーキング機能,untranslated,bold,,docs/resources/clo-set-connect.md:30
ネットワークの問題,ネットワークの问题,composed,bold,問題,docs/setup/unity-vrchat-setup.md:213
ネットワーク・配信 ★,ネットワーク・配信 ★,untranslated,heading,,docs/basics/terminology.md:409
ネットワーク同期,ネットワーク同期,untranslated,bold,,docs/physics/fabric-properties.md:393
ネットワーク問題,ネットワーク问题,composed,bold,問題,docs/unity/avatar-upload.md:384|docs/workflows/avatar-modification.md:573
ノッチ,对位记号,direct,term_def|bold,ノッチ,docs/basics/terminology.md:219|docs/basics/terminology.md:219
ノーマルマップ,ノーマルマップ,untranslated,term_def|bold,,docs/basics/ai-features.md:96|docs/basics/terminology.md:341|docs/basics/terminology.md:341
ノーマルマップを維持,ノーマルマップを維持,untranslated,bold,,docs/optimization/very-poor-escape.md:296
ハイブリッドアプローチ,ハイブリッドアプローチ,untranslated,bold,,docs/workflows/avatar-modification.md:594
ハードウェア推奨構成,ハードウェア推荐構成,composed,bold,推奨,docs/resources/advanced-resources.md:111
ハードウェア要件,ハードウェア要件,untranslated,bold,,docs/advanced/everywear-integration.md:97
バイアス,斜裁,direct,term_def|bold,バイアス,docs/basics/terminology.md:223|docs/basics/terminology.md:223
バストエリアの立体構築,バストエリアの立体構築,untranslated,bold,,docs/garments/swimwear.md:209
バストエリアの調整,バストエリアの调整,composed,bold,調整,docs/garments/swimwear.md:407
バストサポート構造,バストサポート结构,composed,bold,構造,docs/garments/one-piece.md:149
バストダーツ,バスト省道,composed,bold,ダーツ,docs/garments/one-piece.md:155
バストダーツの設置,バスト省道の設置,composed,bold,ダーツ,docs/garments/swimwear.md:213
バストライン,バストライン,untranslated,bold,,docs/garments/swimwear.md:172
バックアップ,バックアップ,untranslated,term_def|bold,,docs/basics/terminology.md:375|docs/basics/terminology.md:375
バックアップを必ず取得,バックアップを必ず取得,untranslated,bold,,docs/basics/ai-features.md:165
バックパック,バックパック,untranslated,bold,,docs/garments/casual-wear.md:350
バック取付,バック取付,untranslated,bold,,docs/garments/one-piece.md:221
バック調整のポイント,バック调整のポイント,composed,bold,調整,docs/garments/dress.md:153
バッチング,バッチング,untranslated,term_def|bold,,docs/basics/terminology.md:277|docs/basics/terminology.md:277
バッチ処理,バッチ処理,untranslated,term_def|bold,,docs/basics/terminology.md:366|docs/basics/terminology.md:366
バッチ処理による複数衣装対応,バッチ処理による複数服装适配,composed,heading,対応|衣装,docs/workflows/avatar-modification.md:480
バッチ処理・自動化,バッチ処理・自动化,composed,heading,自動,docs/advanced/everywear-integration.md:294
バランスの取り方,バランスの取り方,untranslated,bold,,docs/optimization/mobile-compatibility.md:380
バランス調整の判断基準,バランス调整の判断基準,composed,admonition,調整,docs/physics/optimization.md:313
バリエーション,バリエーション,untranslated,bold,,docs/workflows/modular-garments.md:84
バージョン互換性,バージョン互換性,untranslated,bold,,docs/workflows/avatar-import.md:128
バージョン履歴,バージョン履歴,untranslated,heading,,docs/resources/update-log.md:15
バージョン管理,バージョン管理,untranslated,bold,,docs/basics/workflow-overview.md:292|docs/unity/avatar-upload.md:399|docs/unity/project-setup.md:306
バージョン管理 ★★,バージョン管理 ★★,untranslated,heading,,docs/basics/terminology.md:370
バージョン管理と改善,バージョン管理と改善,untranslated,heading,,docs/unity/avatar-upload.md:257
バージョン管理の実践,バージョン管理の实践,composed,bold,実践,docs/unity/avatar-upload.md:261
バージョン管理システム,バージョン管理システム,untranslated,bold,,docs/unity/fbx-to-vrchat-complete-guide.md:831
バーチャルファブリック,バーチャルファブリック,untranslated,term_def|bold,,docs/resources/clo-set-connect.md:18|docs/resources/clo-set-connect.md:18
パイプライン,パイプライン,untranslated,term_def|bold,,docs/basics/terminology.md:367|docs/basics/terminology.md:367
パスの問題,パスの问题,composed,bold,問題,docs/setup/unity-vrchat-setup.md:209
パターン,版型,direct,term_def|bold,パターン,docs/basics/terminology.md:28|docs/basics/terminology.md:28|docs/garments/skirt.md:303|docs/garments/swimwear.md:148
パターンサイズの見直し,版型サイズの見直し,composed,bold,パターン,docs/garments/t-shirt.md:394
パターンサイズの調整,版型サイズの调整,composed,bold,パターン|調整,docs/garments/casual-wear.md:548
パターンデータ,版型データ,composed,bold,パターン,docs/workflows/garment-fitting.md:41
パターンピース,版型ピース,composed,bold,パターン,docs/basics/md-interface.md:37
パターンベース制作,版型ベース制作,composed,bold,パターン|制作,docs/basics/basic-concepts.md:217
パターン作成,版型制作,composed,heading,パターン|作成|制作,docs/garments/skirt.md:62
パターン作成の基本流れ,版型制作の基本流れ,composed,admonition,パターン|作成|制作,docs/basics/md-interface.md:190
パターン作成専用機能,版型制作専用機能,composed,admonition,パターン|作成|制作,docs/basics/md-interface.md:175
パターン作成技術,版型制作技术,composed,bold,パターン|作成|制作|技術,docs/garments/skirt.md:392
パターン制作技術,版型制作技术,composed,bold,パターン|制作|技術,docs/garments/dress.md:410|docs/garments/one-piece.md:482
パターン準備,版型準備,composed,bold,パターン,docs/basics/ai-features.md:65
パターン素材,版型材料,composed,term_def|bold,パターン|素材,docs/resources/clo-set-connect.md:20|docs/resources/clo-set-connect.md:20
パターン編集,版型編集,composed,bold,パターン,docs/basics/md-interface.md:182|docs/workflows/new-garment-creation.md:24
パターン設計での最適化,版型設計での优化,composed,heading,パターン|最適化,docs/physics/optimization.md:81
パターン適用,版型適用,composed,bold,パターン,docs/basics/ai-features.md:59
パターン選択時,版型选择時,composed,bold,パターン|選択,docs/basics/md-interface.md:120
パターン配置の最終確認,版型配置の最終确认,composed,bold,パターン|確認,docs/garments/swimwear.md:378
パッキング,打包排布,direct,term_def|bold,パッキング,docs/basics/terminology.md:193|docs/basics/terminology.md:193
パネルが見えなくなった」,面板が見えなくなった」,composed,admonition,パネル,docs/basics/md-interface.md:426
パネルサイズの調整,面板サイズの调整,composed,bold,パネル|調整,docs/basics/md-interface.md:312
パネルレイアウトの調整,面板レイアウトの调整,composed,bold,パネル|調整,docs/setup/md-first-launch.md:163
パフォーマンス,性能,direct,bold,パフォーマンス,docs/physics/fabric-properties.md:328
パフォーマンスへの影響,性能への影響,composed,bold,パフォーマンス,docs/physics/fabric-properties.md:25
パフォーマンスランク,性能等级,direct,term_def|bold,パフォーマンスランク,docs/basics/terminology.md:92|docs/basics/terminology.md:92
パフォーマンス・最適化用語,性能・优化用語,composed,heading|link_text,パフォーマンス|最適化,docs/basics/terminology.md:234|docs/basics/terminology.md:19
パフォーマンス分析の重要性,性能分析の重要性,composed,heading,パフォーマンス,docs/optimization/performance-analysis.md:8
パフォーマンス分析ダッシュボード,性能分析ダッシュボード,composed,heading,パフォーマンス,docs/advanced/everywear-integration.md:475
パフォーマンス分析ツール完全活用法,性能分析工具完全活用法,composed,heading,ツール|パフォーマンス|活用,docs/optimization/performance-analysis.md:1
パフォーマンス分析ツール活用法,性能分析工具活用法,composed,link_text,ツール|パフォーマンス|活用,docs/optimization/very-poor-escape.md:543
パフォーマンス分析手法,性能分析手法,composed,link_text,パフォーマンス,docs/optimization/mobile-compatibility.md:594
パフォーマンス制約,性能制約,composed,bold,パフォーマンス,docs/physics/fabric-properties.md:398
パフォーマンス制限,性能限制,composed,bold,パフォーマンス|制限,docs/basics/basic-concepts.md:147|docs/basics/workflow-overview.md:180
パフォーマンス問題,性能问题,composed,bold,パフォーマンス|問題,docs/garments/one-piece.md:449
パフォーマンス問題の場合,性能问题の場合,composed,bold,パフォーマンス|問題,docs/unity/avatar-upload.md:252
パフォーマンス問題の根本対策,性能问题の根本対策,composed,heading,パフォーマンス|問題,docs/physics/optimization.md:355
パフォーマンス最適化,性能优化,composed,heading|link_text,パフォーマンス|最適化,docs/unity/project-setup.md:279|docs/workflows/avatar-modification.md:652
パフォーマンス最適化の具体例,性能优化の具体例,composed,heading,パフォーマンス|最適化,docs/advanced/md2025-features.md:294
パフォーマンス最適化の実践,性能优化の实践,composed,admonition,パフォーマンス|実践|最適化,docs/physics/fabric-properties.md:196
パフォーマンス最適化ガイド →,性能优化指南 →,composed,link_text,ガイド|パフォーマンス|最適化,docs/physics/fabric-properties.md:368|docs/physics/fabric-properties.md:370
パフォーマンス最重視プロファイル,性能最重視プロファイル,composed,bold,パフォーマンス,docs/advanced/md2025-features.md:260
パフォーマンス測定の実践,性能測定の实践,composed,admonition,パフォーマンス|実践,docs/physics/optimization.md:237
パフォーマンス測定・分析,性能測定・分析,composed,heading,パフォーマンス,docs/physics/optimization.md:233
パフォーマンス監視,性能监控,composed,bold,パフォーマンス|監視,docs/garments/swimwear.md:476
パフォーマンス確認,性能确认,composed,bold,パフォーマンス|確認,docs/optimization/mobile-compatibility.md:546
パフォーマンス診断,性能診断,composed,bold,パフォーマンス,docs/garments/swimwear.md:738
パフォーマンス重視,性能重視,composed,bold,パフォーマンス,docs/resources/clo-set-connect.md:137
パブリックアバター,公开头像,direct,term_def|bold,パブリックアバター,docs/basics/terminology.md:102|docs/basics/terminology.md:102
パラメータ調整,参数调整,direct,term_def|bold,パラメータ調整,docs/basics/ai-features.md:22|docs/basics/terminology.md:42|docs/basics/terminology.md:42|docs/workflows/avatar-modification.md:581
パンツのフィッティングが難しい」,パンツの适配が難しい」,composed,admonition,フィッティング,docs/garments/casual-wear.md:571
パンツの基本構成,パンツの基本構成,untranslated,bold,,docs/garments/casual-wear.md:166
パンツの物理設定とフィッティング,パンツの物理设置と适配,composed,heading,フィッティング|物理設定,docs/garments/casual-wear.md:238
パンツパターンの理解と設計,パンツ版型の理解と設計,composed,heading,パターン|理解,docs/garments/casual-wear.md:162
パン（移動）,パン（移动）,composed,term_def|bold,移動,docs/basics/md-interface.md:43|docs/basics/md-interface.md:58|docs/basics/md-interface.md:43|docs/basics/md-interface.md:58|docs/setup/md-first-launch.md:107
パーソナライゼーション,パーソナライゼーション,untranslated,bold,,docs/resources/advanced-resources.md:468
パーツ分割戦略,パーツ分割戦略,untranslated,bold,,docs/garments/dress.md:76
パーツ別最適化戦略,パーツ別优化戦略,composed,admonition,最適化,docs/physics/optimization.md:179
パーツ間隙間,パーツ間隙間,untranslated,bold,,docs/garments/one-piece.md:464
パーティクルディスタンス,Particle Distance,direct,term_def|bold,パーティクルディスタンス,docs/basics/terminology.md:209|docs/basics/terminology.md:209
パーティクル調整,パーティクル调整,composed,bold,調整,docs/workflows/new-garment-creation.md:34
ビジネス展開・商業化,ビジネス展開・商業化,untranslated,heading,,docs/resources/advanced-resources.md:197
ビルドが失敗する」,ビルドが失败する」,composed,admonition,失敗,docs/setup/unity-vrchat-setup.md:240
ビルド・出力 ★★,ビルド・出力 ★★,untranslated,heading,,docs/basics/terminology.md:157
ビルド中の確認事項,ビルド中の确认事項,composed,bold,確認,docs/unity/avatar-upload.md:110
ビルド完了後,ビルド完成後,composed,bold,完了,docs/setup/unity-vrchat-setup.md:161
ビルド完了後に表示される設定画面,ビルド完成後に显示される设置界面,composed,bold,完了|画面|表示|設定,docs/unity/avatar-upload.md:122
ビルド時間について,ビルド時間について,untranslated,admonition,,docs/unity/avatar-upload.md:115
ファイルとフォルダの準備,ファイルとフォルダの準備,untranslated,heading,,docs/setup/software-check.md:95
ファイルについて,ファイルについて,untranslated,admonition,,docs/index.md:110
ファイルの完全性,ファイルの完全性,untranslated,bold,,docs/workflows/avatar-import.md:33
ファイルの準備,ファイルの準備,untranslated,admonition,,docs/setup/software-check.md:127
ファイルサイズ,ファイルサイズ,untranslated,bold,,docs/workflows/avatar-import.md:30
ファイルパスの問題,ファイルパスの问题,composed,bold,問題,docs/workflows/avatar-import.md:120
ファイルパスの注意,ファイルパスの注意,untranslated,admonition,,docs/unity/project-setup.md:104
ファイル・バージョン管理,ファイル・バージョン管理,untranslated,heading,,docs/basics/workflow-overview.md:270
ファイル名,ファイル名,untranslated,bold,,docs/workflows/avatar-import.md:31
ファイル形式の理解,文件格式の理解,composed,heading|bold,ファイル形式|理解,docs/basics/basic-concepts.md:266|docs/basics/file-formats.md:1|docs/basics/workflow-overview.md:338
ファイル形式の理解 →,文件格式の理解 →,composed,link_text,ファイル形式|理解,docs/basics/basic-concepts.md:267|docs/basics/workflow-overview.md:339
ファイル形式の確認,文件格式の确认,composed,bold,ファイル形式|確認,docs/workflows/garment-fitting.md:240
ファイル形式・データ用語,文件格式・データ用語,composed,heading|link_text,ファイル形式,docs/basics/terminology.md:279|docs/basics/terminology.md:20
ファイル形式理解完了！,文件格式理解完成！,composed,admonition,ファイル形式|完了|理解,docs/basics/file-formats.md:42
ファイル整理の推奨方法,ファイル整理の推荐方法,composed,bold,推奨,docs/workflows/avatar-import.md:215
ファイル構造の整理,ファイル结构の整理,composed,bold,構造,docs/garments/swimwear.md:591
ファイル構造の確認,ファイル结构の确认,composed,bold,構造|確認,docs/workflows/avatar-import.md:164
ファイル準備,ファイル準備,untranslated,heading,,docs/workflows/avatar-import.md:20
ファイル破損,ファイル破損,untranslated,bold,,docs/workflows/avatar-import.md:124
ファイル管理,ファイル管理,untranslated,bold,,docs/workflows/garment-fitting.md:305
ファイル管理のコツ,ファイル管理のコツ,untranslated,admonition,,docs/basics/md-interface.md:156
ファイル管理のベストプラクティス,ファイル管理のベストプラクティス,untranslated,admonition,,docs/basics/workflow-overview.md:272
ファイル管理・変換,ファイル管理・変換,untranslated,bold,,docs/resources/useful-links.md:122
ファイル統合,ファイル集成,composed,bold,統合,docs/unity/project-setup.md:326
ファブリック,ファブリック,untranslated,term_def|bold,,docs/resources/clo-set-connect.md:121|docs/resources/clo-set-connect.md:121
ファブリック選択,ファブリック选择,composed,bold,選択,docs/basics/ai-features.md:26|docs/resources/clo-set-connect.md:129
ファンタジー,ファンタジー,untranslated,term_def|bold,,docs/garments/skirt.md:434|docs/garments/skirt.md:434
フィッティング,适配,direct,term_def|bold,フィッティング,docs/basics/terminology.md:31|docs/basics/terminology.md:31
フィッティングスーツ = 体型を覚えてくれるスーツ,适配スーツ = 体型を覚えてくれるスーツ,composed,bold,フィッティング,docs/workflows/avatar-modification.md:120
フィッティング成功チェックリスト,适配成功チェックリスト,composed,admonition,フィッティング,docs/workflows/garment-fitting.md:218
フィッティング調整,适配调整,composed,bold,フィッティング|調整,docs/garments/casual-wear.md:252
フィッティング調整の実践,适配调整の实践,composed,heading,フィッティング|実践|調整,docs/workflows/garment-fitting.md:98
フィット品質,フィット品質,untranslated,bold,,docs/garments/swimwear.md:501
フィット感,フィット感,untranslated,bold,,docs/garments/casual-wear.md:145
フィット感が悪い」,フィット感が悪い」,untranslated,admonition,,docs/workflows/garment-fitting.md:270
フィット感の問題,フィット感の问题,composed,bold,問題,docs/garments/one-piece.md:431
フィット感の段階的調整,フィット感の阶段的调整,composed,heading,段階|調整,docs/garments/one-piece.md:179
フィット感の確認,フィット感の确认,composed,bold,確認,docs/workflows/avatar-modification.md:293
フィット戦略の計画,フィット戦略の計画,untranslated,heading,,docs/garments/swimwear.md:104
フィット段階性,フィット阶段性,composed,bold,段階,docs/garments/one-piece.md:84
フィット表示,フィット显示,composed,term_def|bold,表示,docs/basics/md-interface.md:60|docs/basics/md-interface.md:60|docs/setup/md-first-launch.md:109
フィット調整,フィット调整,composed,bold,調整,docs/workflows/new-garment-creation.md:30
フィードバック,フィードバック,untranslated,term_def|bold,,docs/resources/clo-set-connect.md:34|docs/resources/clo-set-connect.md:34|docs/unity/avatar-upload.md:226
フィードバック・お問い合わせ,フィードバック・お問い合わせ,untranslated,heading,,docs/resources/update-log.md:451
フィードバック方法,フィードバック方法,untranslated,bold,,docs/resources/update-log.md:464
フィードバック歓迎,フィードバック歓迎,untranslated,heading|bold,,docs/resources/update-log.md:453|docs/workflows/common-issues.md:588
フェイス,面,direct,term_def|bold,フェイス,docs/basics/terminology.md:171|docs/basics/terminology.md:171
フェミニン系,フェミニン系,untranslated,bold,,docs/garments/one-piece.md:383
フェード効果,フェード効果,untranslated,bold,,docs/garments/casual-wear.md:355
フォルダを作成する方法,フォルダを制作する方法,composed,bold,作成|制作,docs/setup/unity-vrchat-setup.md:189
フォルダ作成方法,フォルダ制作方法,composed,bold,作成|制作,docs/unity/project-setup.md:72
フォルダ構造の作成,フォルダ结构の制作,composed,bold,作成|制作|構造,docs/unity/project-setup.md:59
フォワードレンダリング,フォワード渲染,composed,term_def|bold,レンダリング,docs/basics/terminology.md:319|docs/basics/terminology.md:319
フォーマル,フォーマル,untranslated,term_def|bold,,docs/workflows/garment-fitting.md:326|docs/workflows/garment-fitting.md:326
フォーマルドレス,フォーマルドレス,untranslated,bold,,docs/garments/swimwear.md:656
フォーマル系,フォーマル系,untranslated,term_def|bold,,docs/garments/t-shirt.md:451|docs/garments/t-shirt.md:451
フォーラム参加,フォーラム参加,untranslated,term_def|bold,,docs/resources/clo-set-connect.md:170|docs/resources/clo-set-connect.md:170
フォールバックアバター,Fallback 头像,direct,term_def|bold,フォールバックアバター,docs/basics/terminology.md:105|docs/basics/terminology.md:105
フラスタムカリング,フラスタムカリング,untranslated,term_def|bold,,docs/basics/terminology.md:247|docs/basics/terminology.md:247
フレアスカート,フレアスカート,untranslated,bold,,docs/physics/fabric-properties.md:103
フレアスカート専用物理設定,フレアスカート専用物理设置,composed,bold,物理設定,docs/garments/skirt.md:108
フレアスカート最適設定,フレアスカート最適设置,composed,bold,設定,docs/garments/skirt.md:251
フレア形状の理解,フレア形状の理解,constrained,bold,理解,docs/garments/skirt.md:56
フレンドとの待ち合わせ,フレンドとの待ち合わせ,untranslated,bold,,docs/unity/avatar-upload.md:223
フレンドとの確認,フレンドとの确认,composed,heading,確認,docs/unity/avatar-upload.md:218
フロント取付,フロント取付,untranslated,bold,,docs/garments/one-piece.md:220
フーディー設計と理解,フーディー設計と理解,constrained,heading,理解,docs/garments/casual-wear.md:46
フードがうまく形にならない」,フードがうまく形にならない」,untranslated,admonition,,docs/garments/casual-wear.md:517
フードと首元の接続,フードと首元の接続,untranslated,bold,,docs/garments/casual-wear.md:102
フード動作テスト,フード動作テスト,untranslated,bold,,docs/garments/casual-wear.md:116
フード基本形状の作成,フード基本形状の制作,composed,bold,作成|制作,docs/garments/casual-wear.md:90
フード特有の物理調整,フード特有の物理调整,composed,bold,調整,docs/garments/casual-wear.md:109
フード部分の制作,フード部分の制作,constrained,heading,制作,docs/garments/casual-wear.md:86
ブラウザ対応,ブラウザ适配,composed,bold,対応,docs/resources/update-log.md:217
ブランチ,ブランチ,untranslated,term_def|bold,,docs/basics/terminology.md:373|docs/basics/terminology.md:373
ブランド構築・差別化,ブランド構築・差別化,untranslated,bold,,docs/resources/advanced-resources.md:239
ブログ・記事,ブログ・記事,untranslated,bold,,docs/resources/useful-links.md:84
ブロック セット,块 セット,composed,bold,ブロック,docs/workflows/modular-garments.md:5
ブロック ボックスはデフォルトで縫製済み,块 ボックスはデフォルトで缝合済み,composed,bold,ブロック|縫製,docs/workflows/modular-garments.md:48
プライベートアバター,私有头像,direct,term_def|bold,プライベートアバター,docs/basics/terminology.md:103|docs/basics/terminology.md:103
プライベートワールドでテストできます！,プライベート世界でテストできます！,composed,bold,ワールド,docs/index.md:97
プラットフォーム・インフラ更新,プラットフォーム・インフラ更新,untranslated,heading,,docs/resources/update-log.md:208
プラットフォーム別最適化戦略,プラットフォーム別优化戦略,composed,heading,最適化,docs/unity/fbx-to-vrchat-complete-guide.md:863
プラットフォーム拡張,プラットフォーム拡張,untranslated,bold,,docs/resources/update-log.md:172
プラットフォーム概要,プラットフォーム概要,untranslated,admonition,,docs/resources/clo-set-connect.md:7
プラットフォーム規約,プラットフォーム規約,untranslated,bold,,docs/resources/advanced-resources.md:275
プラットフォーム設定,プラットフォーム设置,composed,bold,設定,docs/advanced/everywear-integration.md:124
プリセットの作成,预设の制作,composed,bold,プリセット|作成|制作,docs/physics/fabric-properties.md:285
プリセットの活用,预设の活用,composed,bold,プリセット|活用,docs/physics/fabric-properties.md:290
プリセット再試行,预设再試行,composed,bold,プリセット,docs/physics/fabric-properties.md:359
プリプロダクション,プリプロダクション,untranslated,term_def|bold,,docs/basics/terminology.md:355|docs/basics/terminology.md:355
プリーツ,褶裥,direct,term_def|bold,プリーツ,docs/basics/terminology.md:221|docs/basics/terminology.md:221
プリーツ1つあたり,褶裥1つあたり,composed,bold,プリーツ,docs/garments/skirt.md:140
プリーツの基本構造,褶裥の基本结构,composed,bold,プリーツ|構造,docs/garments/skirt.md:129
プリーツの理解と設計,褶裥の理解と設計,composed,heading,プリーツ|理解,docs/garments/skirt.md:125
プリーツスカート,褶裥スカート,composed,bold,プリーツ,docs/physics/fabric-properties.md:114
プリーツスカート最適設定,褶裥スカート最適设置,composed,bold,プリーツ|設定,docs/garments/skirt.md:260
プリーツパターンの作成,褶裥版型の制作,composed,heading,パターン|プリーツ|作成|制作,docs/garments/skirt.md:142
プリーツパターンの計算,褶裥版型の計算,composed,bold,パターン|プリーツ,docs/garments/skirt.md:137
プリーツマーキングの作成,褶裥マーキングの制作,composed,bold,プリーツ|作成|制作,docs/garments/skirt.md:152
プリーツ保持設定,褶裥保持设置,composed,bold,プリーツ|設定,docs/garments/skirt.md:164
プリーツ折りの実行,褶裥折りの执行,composed,bold,プリーツ|実行,docs/garments/skirt.md:157
プレハブ,Prefab,direct,term_def|bold,プレハブ,docs/basics/terminology.md:129|docs/basics/terminology.md:129
プレファブの作成,プレファブの制作,composed,bold,作成|制作,docs/unity/project-setup.md:301
プログラミング基礎 ★,プログラミング基础 ★,composed,heading,基礎,docs/basics/terminology.md:386
プログラミング学習,プログラミング学習,untranslated,bold,,docs/resources/useful-links.md:215
プロジェクト,プロジェクト,untranslated,bold,,docs/resources/update-log.md:4
プロジェクトに参加する方法,プロジェクトに参加する方法,untranslated,admonition,,docs/resources/update-log.md:346
プロジェクトの作成手順,プロジェクトの制作步骤,composed,bold,作成|制作|手順,docs/setup/md-first-launch.md:123
プロジェクトの再作成,プロジェクトの再制作,composed,bold,作成|制作,docs/setup/unity-vrchat-setup.md:237
プロジェクトの理想像,プロジェクトの理想像,untranslated,bold,,docs/resources/update-log.md:378
プロジェクトへの貢献者,プロジェクトへの貢献者,untranslated,admonition,,docs/resources/update-log.md:326
プロジェクトファイルが開けない・破損している」,プロジェクトファイルが開けない・破損している」,untranslated,admonition,,docs/workflows/common-issues.md:69
プロジェクトファイルの保存,プロジェクトファイルの保存,constrained,heading,保存,docs/garments/t-shirt.md:292|docs/unity/project-setup.md:313
プロジェクト作成完了,プロジェクト制作完成,composed,admonition,作成|制作|完了,docs/setup/unity-vrchat-setup.md:61
プロジェクト作成後の画面,プロジェクト制作後の界面,composed,bold,作成|制作|画面,docs/setup/md-first-launch.md:129
プロジェクト保存,プロジェクト保存,constrained,bold,保存,docs/workflows/new-garment-creation.md:40
プロジェクト再起動,プロジェクト再启动,composed,bold,起動,docs/optimization/very-poor-escape.md:346
プロジェクト完全版リリース,プロジェクト完全版リリース,untranslated,admonition,,docs/resources/update-log.md:19
プロジェクト完全達成！,プロジェクト完全達成！,untranslated,heading,,docs/unity/avatar-upload.md:298
プロジェクト更新履歴・開発ログ,プロジェクト更新记录・开发ログ,composed,heading,更新履歴|開発,docs/resources/update-log.md:1
プロジェクト概要,プロジェクト概要,untranslated,bold,,docs/resources/update-log.md:21
プロジェクト管理,プロジェクト管理,untranslated,heading|bold,,docs/basics/workflow-overview.md:254|docs/unity/avatar-upload.md:293
プロジェクト管理のコツ,プロジェクト管理のコツ,untranslated,heading|admonition,,docs/setup/unity-vrchat-setup.md:194|docs/workflows/avatar-import.md:213
プロジェクト管理スキル,プロジェクト管理スキル,untranslated,bold,,docs/garments/swimwear.md:640
プロジェクト統計・メトリクス,プロジェクト統計・メトリクス,untranslated,heading,,docs/resources/update-log.md:262
プロジェクト規模・投入リソース,プロジェクト規模・投入资源,composed,admonition,リソース,docs/resources/update-log.md:266
プロジェクト開始時,プロジェクト开始時,composed,bold,開始,docs/workflows/common-issues.md:494
プロダクション品質の制作環境,プロダクション品質の制作环境,composed,admonition,制作|環境,docs/resources/advanced-resources.md:109
プロパティのデフォルト化,属性のデフォルト化,composed,bold,プロパティ,docs/workflows/avatar-modification.md:223
プロパティパネルの場所,属性面板の場所,composed,admonition,パネル|プロパティ,docs/basics/md-interface.md:135
プロパティパネル（右端または下部）,属性面板（右端または下部）,composed,bold,パネル|プロパティ,docs/setup/md-first-launch.md:95
プロファイル管理,プロファイル管理,untranslated,bold,,docs/advanced/ik-joint-mapping.md:384
プロフィール設定,プロフィール设置,composed,bold,設定,docs/resources/clo-set-connect.md:95
プロフェッショナルな活用,プロフェッショナルな活用,constrained,heading,活用,docs/garments/swimwear.md:810
プロフェッショナルスキルへの発展,プロフェッショナルスキルへの発展,untranslated,heading,,docs/garments/casual-wear.md:474
プロフェッショナルツール・ワークフロー,プロフェッショナル工具・ワークフロー,composed,heading,ツール,docs/resources/advanced-resources.md:105
プロフェッショナル品質管理,プロフェッショナル品質管理,untranslated,bold,,docs/garments/one-piece.md:526
プロフェッショナル展開,プロフェッショナル展開,untranslated,heading,,docs/garments/dress.md:464|docs/garments/one-piece.md:545
